District,Tehsil,Location
T.T. Singh,Pir Mahal,Chak 669/10/GB
T.T. Singh,Pir Mahal,Chak 696/38/GB
T.T. Singh,Pir Mahal,Chak No. 681/22
T.T. Singh,Pir Mahal,Chak NO. 307/GB
T.T. Singh,Pir Mahal,Chak NO. 308/GB
T.T. Singh,Pir Mahal,Chak NO. 309/GB
T.T. Singh,Pir Mahal,Chak No. 322/GB
T.T. Singh,Pir Mahal,Chak No. 323
T.T. Singh,Pir Mahal,Chak No. 324
T.T. Singh,Pir Mahal,Chak NO. 325/GB
T.T. Singh,Pir Mahal,Chak NO. 326/GB
T.T. Singh,Pir Mahal,Chak NO. 328/GB
T.T. Singh,Pir Mahal,Chak NO. 330/GB
T.T. Singh,Pir Mahal,Chak NO. 331/GB (Noor Pur)
T.T. Singh,Pir Mahal,Chak NO. 331/GB (Saleem Pur)
T.T. Singh,Pir Mahal,Chak NO. 332/GB
T.T. Singh,Pir Mahal,Chak NO. 334/GB
T.T. Singh,Pir Mahal,Chak NO. 341/GB
T.T. Singh,Pir Mahal,Chak NO. 342/GB
T.T. Singh,Pir Mahal,Chak NO. 343/GB
T.T. Singh,Pir Mahal,Chak No. 661/2
T.T. Singh,Pir Mahal,Chak No. 664/5
T.T. Singh,Pir Mahal,Chak No. 665/6
T.T. Singh,Pir Mahal,Chak No. 666/7
T.T. Singh,Pir Mahal,Chak No. 670/11
T.T. Singh,Pir Mahal,Chak No. 671/12
T.T. Singh,Pir Mahal,Chak No. 672/13
T.T. Singh,Pir Mahal,Chak No. 674/15
T.T. Singh,Pir Mahal,Chak No. 675/16
T.T. Singh,Pir Mahal,Chak No. 676/17
T.T. Singh,Pir Mahal,Chak No. 678/19
T.T. Singh,Pir Mahal,Chak No. 680/21
T.T. Singh,Pir Mahal,Chak No. 685/26
T.T. Singh,Pir Mahal,Chak No. 745/GB
T.T. Singh,Pir Mahal,Chak NO. 755/GB
T.T. Singh,Pir Mahal,Chak NO. 759/GB
T.T. Singh,Pir Mahal,Chak No. 760/GB
T.T. Singh,Pir Mahal,Chak No.683/24
T.T. Singh,Pir Mahal,Chak No.686/27
T.T. Singh,Pir Mahal,Chak No.688/28
T.T. Singh,Pir Mahal,Chak No.689/31
T.T. Singh,Pir Mahal,Chak No.691/33
T.T. Singh,Pir Mahal,Chak No.692/34
T.T. Singh,Pir Mahal,Chak No.694/36
T.T. Singh,Pir Mahal,Chak No.718
T.T. Singh,Pir Mahal,Chak No.720
T.T. Singh,Pir Mahal,Dargahi Pur
T.T. Singh,Pir Mahal,Julaa
T.T. Singh,Pir Mahal,Kot Karim Shah
T.T. Singh,Pir Mahal,Mai Safooran
T.T. Singh,Pir Mahal,Nanka Gidar
T.T. Singh,Pir Mahal,Nasir Nagar
T.T. Singh,Pir Mahal,Nawaz Kot
T.T. Singh,T.T. Singh,Chak 387/JB
T.T. Singh,T.T. Singh,Chak No. 148/GB
T.T. Singh,T.T. Singh,Chak No. 149/GB Islah Nagar
T.T. Singh,T.T. Singh,Chak No. 150/GB
T.T. Singh,T.T. Singh,Chak No. 151/GB
T.T. Singh,T.T. Singh,Chak No. 181/GB
T.T. Singh,T.T. Singh,Chak No. 182/GB
T.T. Singh,T.T. Singh,Chak No. 183/GB (Mian Kot)
T.T. Singh,T.T. Singh,Chak No. 183/GB (Pakhowal)
T.T. Singh,T.T. Singh,Chak No. 189/GB
T.T. Singh,T.T. Singh,Chak No. 190/GB
T.T. Singh,T.T. Singh,Chak No. 191/GB
T.T. Singh,T.T. Singh,Chak No. 250/GB
T.T. Singh,T.T. Singh,Chak No. 251/GB
T.T. Singh,T.T. Singh,Chak No. 252/GB
T.T. Singh,T.T. Singh,Chak No. 253/GB
T.T. Singh,T.T. Singh,Chak No. 254/GB
T.T. Singh,T.T. Singh,Chak No. 255/GB (Kalaan)
T.T. Singh,T.T. Singh,Chak No. 255/GB (Khurd)
T.T. Singh,T.T. Singh,Chak No. 257/GB
T.T. Singh,T.T. Singh,Chak No. 258/GB
T.T. Singh,T.T. Singh,Chak No. 262/GB
T.T. Singh,T.T. Singh,Chak No. 284GB
T.T. Singh,T.T. Singh,Chak No. 285/GB
T.T. Singh,T.T. Singh,Chak No. 286/GB
T.T. Singh,T.T. Singh,Chak No. 287/GB
T.T. Singh,T.T. Singh,Chak No. 288/GB
T.T. Singh,T.T. Singh,Chak No. 289/GB
T.T. Singh,T.T. Singh,Chak No. 290/GB
T.T. Singh,T.T. Singh,Chak No. 291/GB
T.T. Singh,T.T. Singh,Chak No. 294/GB
T.T. Singh,T.T. Singh,Chak No. 297/GB
T.T. Singh,T.T. Singh,Chak NO. 298/GB
T.T. Singh,T.T. Singh,Chak NO. 301/GB
T.T. Singh,T.T. Singh,Chak NO. 302/GB
T.T. Singh,T.T. Singh,Chak NO. 311/GB
T.T. Singh,T.T. Singh,Chak NO. 312/GB
T.T. Singh,T.T. Singh,Chak NO. 313/GB
T.T. Singh,T.T. Singh,Chak NO. 315/GB
T.T. Singh,T.T. Singh,Chak No. 321/JB
T.T. Singh,T.T. Singh,Chak No. 324/JB
T.T. Singh,T.T. Singh,Chak No. 331/JB
T.T. Singh,T.T. Singh,Chak No. 335/GB
T.T. Singh,T.T. Singh,Chak No. 336/GB
T.T. Singh,T.T. Singh,Chak No. 337/GB
T.T. Singh,T.T. Singh,Chak NO. 344/GB
T.T. Singh,T.T. Singh,Chak NO. 346/GB
T.T. Singh,T.T. Singh,Chak NO. 347/GB
T.T. Singh,T.T. Singh,Chak No. 350/GB
T.T. Singh,T.T. Singh,Chak No. 351/GB
T.T. Singh,T.T. Singh,Chak No. 358/GB (Mughali)
T.T. Singh,T.T. Singh,Chak No. 359/GB
T.T. Singh,T.T. Singh,Chak No. 360/GB
T.T. Singh,T.T. Singh,Chak No. 361/GB
T.T. Singh,T.T. Singh,Chak No. 386/JB
T.T. Singh,T.T. Singh,Chak No. 388/JB
T.T. Singh,T.T. Singh,Chak No. 389/JB
T.T. Singh,T.T. Singh,Chak No. 391/JB
T.T. Singh,T.T. Singh,Chak No. 393/GB
T.T. Singh,T.T. Singh,Chak No. 395/JB
T.T. Singh,T.T. Singh,Chak No. 396/JB
T.T. Singh,T.T. Singh,Chak No. 397/JB
T.T. Singh,T.T. Singh,Chak No. 399/JB
T.T. Singh,T.T. Singh,Chak No. 401/JB
T.T. Singh,T.T. Singh,Chak No. 402/JB
T.T. Singh,T.T. Singh,Chak NO. 403/GB
T.T. Singh,T.T. Singh,Chak NO. 405/GB
T.T. Singh,T.T. Singh,Chak NO. 408/GB
T.T. Singh,T.T. Singh,Chak No. 517/GB
T.T. Singh,T.T. Singh,Chak No. 519/GB
T.T. Singh,T.T. Singh,Chak No. 521/GB
T.T. Singh,T.T. Singh,Mororsi Pur
T.T.Singh,Gojra,Chak 366 JB
T.T.Singh,Gojra,Chak 424/JB
T.T.Singh,Gojra,Goajra NPO
T.T.Singh,Gojra,Gojra City
T.T.Singh,Gojra,Gojra HSG
T.T.Singh,Gojra,Janiwala
T.T.Singh,Gojra,Mawan Lahore
T.T.Singh,Gojra,Pacca Anna
T.T.Singh,Kamalia,Jakhar
T.T.Singh,Kamalia,Kamalia HSG
T.T.Singh,Kamalia,Kamalia NPO
T.T.Singh,Kamalia,Mal Fatiana
T.T.Singh,Kamalia,Sandhilanwali
T.T.Singh,Kamalia,Sultan Market Kamalia
T.T.Singh,Pir Mahal,Chak 333/Gb
T.T.Singh,Pir Mahal,Pir Mahal
T.T.Singh,Pir Mahal,Pir Mahal Kutchary
T.T.Singh,Pir Mahal,Pir Mahal NPO
T.T.Singh,T.T.Singh,Chak 159/GB
T.T.Singh,T.T.Singh,Chak 256/GB
T.T.Singh,T.T.Singh,Chak 316/GB
T.T.Singh,T.T.Singh,Chak 327/GB
T.T.Singh,T.T.Singh,District Courts P.O. T.T. Singh
T.T.Singh,T.T.Singh,Rajana Road
Tando Allahyar,Chamber,Chamber
Tando Allahyar,Jhando Marri,MSM T.A.Yar
Tando Allahyar,Tando Allahyar,MBBS T.A.Yar
Tando Allahyar,Tando Allahyar,Nasarpur
Tando Allahyar,Tando Allahyar,Tando Allahyar NPO
Tando Allahyar,Tando Allahyar,Tando Allahyar PO
Tando Muhammad Khan,Tando Muhammad Khan,Rajo Khanani
Tando Muhammad Khan,Tando Muhammad Khan,SAS Deenpur
Tando Muhammad Khan,Tando Muhammad Khan,T.M. Khan
Tando Muhammad Khan,Tando Muhammad Khan,Tando Muhammad Khan
Tank,TANK,AMA KHEL
Tank,TANK,GUL IMAM
Tank,TANK,MULLAZAI
Tank,TANK,NIL
Tank,TANK,TANK CITY
Thar,Chachro,Chachro
Thar,Diplo,Diplo
Thar,Islamkot,Islamkot
Thar,Mithi,Mithi
Thar,Nagarparkar,Nagarparkar
Thatta,Ghora Bari,Vur S.O
Thatta,K.T Bandar,Garho S.O
Thatta,M.P Sakro,Dhabeji S.O
Thatta,M.P Sakro,Gharo S.O
Thatta,M.P Sakro,M.P Sakro S.O
Thatta,Thatta,Hashimabad S.O
Thatta,Thatta,Jungshahi S.O
Thatta,Thatta,Thatta HSG
Thatta,Thatta,Thatta NPO
Turbat,Buleda,Alandoor (Bulida)
Turbat,Buleda,Dandar
Turbat,Buleda,Jal Jhao (Kolwah)
Turbat,Buleda,Karkh Jhao (Kolwah)
Turbat,Buleda,Menaz
Turbat,Sullo,Sullo
Umerkot,Kunri,Kunri
Umerkot,Kunri,Nabisar Road
Umerkot,Kunri,Talhi
Umerkot,Pithoro,Pithoro
Umerkot,Pithoro,Shadi Palli
Umerkot,Samaro,Samaro
Umerkot,Samaro,Samaro Road
Umerkot,Umerkot,Chhor
Umerkot,Umerkot,Dhoronaro
Umerkot,Umerkot,Khokhropar
Umerkot,Umerkot,New Chhor
Umerkot,Umerkot,Umerkot
Umerkot,Umerkot,Umerkot Shahi Bazar
Usta Muhammad,Jaffarabad,Ahmed Abad
Usta Muhammad,Jaffarabad,Chowki Jamali
Usta Muhammad,Jaffarabad,Fateh Pur Umrani
Usta Muhammad,Jaffarabad,Kot Yusuf Ali
Usta Muhammad,Jaffarabad,Sibi Jadeed
Usta Muhammad,Jaffarabad,Tamboo
Vehari,Burewala,Burewala HSG
Vehari,Burewala,Burewala KTY
Vehari,Burewala,Burewala NPO
Vehari,Burewala,Dawoodabad
Vehari,Mailsi,Chak No.329
Vehari,Mailsi,D.F.Sargana
Vehari,Mailsi,Dakota
Vehari,Mailsi,Garah More
Vehari,Mailsi,Jalla Jeem
Vehari,Mailsi,Karam Pur
Vehari,Mailsi,Mailsi Calony
Vehari,Mailsi,Mailsi HSG
Vehari,Mailsi,Mailsi KTY
Vehari,Mailsi,People Colony
Vehari,Mailsi,S.P.Jhandir
Vehari,Mailsi,Theingi
Vehari,Mailsi,Tibba Sultanpur
Vehari,Vehari,Gagoo
Vehari,Vehari,Ludden
Vehari,Vehari,Machian Wala
Vehari,Vehari,Vehari GPO
Vehari,Vehari,Vehari kty
Vehari,Vehari,Vehari NPO
Washuk,Basima,Basima
Washuk,Basima,Nag
Washuk,Mashkel,Ladghast
Washuk,Washuk,Washuk
Zhob,Murgha,Zhob Cantt.
Zhob,Murgha,Zhob HSG
Zhob,Murgha,Zhob NPO
Zhob,Zhob,Ganj Mohallah
Zhob,Zhob,New Appozai Town
Zhob,Zhob,Qamar Din Karez
Ziarat,Sinjawai,Sinjawi
Ziarat,Zairat,Ahmedoon SO
Ziarat,Ziarat,Kawas
Ziarat,Ziarat,Khan Depo
Ziarat,Ziarat,Kharwari baba
Ziarat,Ziarat,Kili Mangi
Ziarat,Ziarat,Killi Torey Shah
Ziarat,Ziarat,Manna
Ziarat,Ziarat,Sandeman Tangi
Ziarat,Ziarat,Verchoom
Ziarat,Ziarat,Zargai
Ziarat,Ziarat,Ziarat
